Client ID,List Index,Number of Websites (FW),Number of Images (AC),Simple Cache (KB),Similarity Cache (KB)
91,8,2,40,3894.26,3073.36
92,8,2,40,9219.08,8989.79
93,8,2,40,3119.58,2984.40
94,8,2,40,1505.12,1441.18
95,8,2,40,6328.51,5554.69
96,8,2,40,29116.93,28989.63
97,8,2,40,4403.63,4380.11
98,8,2,40,5421.15,5421.15
99,8,2,40,1885.99,1537.71
100,8,2,40,5338.96,5215.44
1,9,3,10,1041.25,1041.25
2,9,3,10,827.67,827.67
3,9,3,10,2553.47,2553.47
4,9,3,10,26748.82,26748.82
5,9,3,10,5343.32,5343.32
6,9,3,10,2084.22,2084.22
7,9,3,10,651.31,651.31
8,9,3,10,2856.50,2856.50
9,9,3,10,935.60,749.32
10,9,3,10,761.93,761.93
11,9,3,10,2027.20,2027.20
12,9,3,10,1033.78,1033.78
13,9,3,10,2203.03,2203.03
14,9,3,10,611.05,611.05
15,9,3,10,1026.03,1026.03
16,9,3,10,5871.94,5871.94
17,9,3,10,744.96,744.96
18,9,3,10,3703.98,3703.98
19,9,3,10,623.49,623.49
20,9,3,10,10004.03,10004.03
21,9,3,10,1111.05,1111.05
22,9,3,10,980.13,895.15
23,9,3,10,298.05,298.05
24,9,3,10,1295.88,1251.72
25,9,3,10,898.21,898.21
26,9,3,10,1274.28,1190.30
27,9,3,10,1389.63,1389.63
28,9,3,10,25535.42,25535.42
29,9,3,10,535.84,535.84
30,9,3,10,1995.08,1995.08
31,9,3,10,1901.95,1901.95
32,9,3,10,1063.47,928.29
33,9,3,10,3092.05,3092.05
34,9,3,10,2679.61,2092.14
35,9,3,10,1053.75,1053.75
36,9,3,10,793.56,793.56
37,9,3,10,1817.41,1778.27
38,9,3,10,473.08,473.08
39,9,3,10,1230.06,1230.06
40,9,3,10,359.70,352.69
41,9,3,10,1070.16,1070.16
42,9,3,10,2517.18,2517.18
43,9,3,10,21739.49,21739.49
44,9,3,10,1664.84,1664.84
45,9,3,10,231.27,231.27
46,9,3,10,2996.70,2996.70
47,9,3,10,2063.17,2063.17
48,9,3,10,382.68,382.68
49,9,3,10,4141.87,4141.87
50,9,3,10,1774.52,1774.52
51,9,3,10,1452.78,1452.78
52,9,3,10,956.15,956.15
53,9,3,10,1265.26,1100.22
54,9,3,10,663.65,663.65
55,9,3,10,1480.49,1480.49
56,9,3,10,815.91,815.91
57,9,3,10,2180.11,2180.11
58,9,3,10,5060.46,5060.46
59,9,3,10,1883.44,1883.44
60,9,3,10,1219.84,1219.84
61,9,3,10,1417.51,1293.61
62,9,3,10,573.71,573.71
63,9,3,10,596.00,596.00
64,9,3,10,335.04,294.06
65,9,3,10,1680.83,1680.83
66,9,3,10,203.26,203.26
67,9,3,10,569.18,569.18
68,9,3,10,3716.72,3667.86
69,9,3,10,1502.95,1502.95
70,9,3,10,725.65,725.65
71,9,3,10,586.26,586.26
72,9,3,10,1452.32,1339.95
73,9,3,10,1260.95,1260.95
74,9,3,10,897.39,897.39
75,9,3,10,460.79,291.59
76,9,3,10,1966.87,1966.87
77,9,3,10,3633.23,3633.23
78,9,3,10,1333.71,1333.71
79,9,3,10,1355.23,1355.23
80,9,3,10,575.93,575.93
81,9,3,10,1601.87,1580.67
82,9,3,10,1727.94,1727.94
83,9,3,10,636.37,636.37
84,9,3,10,3812.44,3812.44
85,9,3,10,343.53,321.78
86,9,3,10,706.90,706.90
87,9,3,10,1639.64,1536.95
88,9,3,10,750.62,750.62
89,9,3,10,2936.31,2936.31
90,9,3,10,1874.96,1874.96
91,9,3,10,536.50,536.50
92,9,3,10,676.27,647.10
93,9,3,10,11820.30,11820.30
94,9,3,10,739.96,641.90
95,9,3,10,827.04,791.60
96,9,3,10,464.40,464.40
97,9,3,10,799.87,799.87
98,9,3,10,614.25,614.25
99,9,3,10,866.42,866.42
100,9,3,10,612.21,554.71
1,10,3,20,1838.69,1838.69
2,10,3,20,1351.61,1222.32
3,10,3,20,1252.29,1252.29
4,10,3,20,1679.53,1587.62
5,10,3,20,3258.79,3258.79
6,10,3,20,9963.41,9963.41
7,10,3,20,2404.59,2251.69
8,10,3,20,496.98,463.50
9,10,3,20,2543.89,2543.89
10,10,3,20,3721.01,3721.01
11,10,3,20,9113.73,9113.73
12,10,3,20,2328.17,2328.17
13,10,3,20,2053.49,2053.49
14,10,3,20,1148.41,1122.59
15,10,3,20,1688.73,1688.73
16,10,3,20,1016.85,986.65
17,10,3,20,12445.88,10909.86
18,10,3,20,10042.52,10042.52
19,10,3,20,1684.81,1684.81
20,10,3,20,2333.78,2248.81
21,10,3,20,2074.75,2074.75
22,10,3,20,4215.59,4215.59
23,10,3,20,2212.09,2177.27
24,10,3,20,907.07,907.07
25,10,3,20,3625.36,3625.36
26,10,3,20,1626.85,1608.25
27,10,3,20,2040.82,1987.08
28,10,3,20,4530.88,4334.77
29,10,3,20,3109.08,3092.20
30,10,3,20,1293.40,1271.30
31,10,3,20,8073.62,7430.57
32,10,3,20,3504.85,3504.85
33,10,3,20,2825.93,2825.93
34,10,3,20,3627.67,3314.84
35,10,3,20,2209.77,2105.59
36,10,3,20,619.55,574.15
37,10,3,20,3879.35,3879.35
38,10,3,20,921.07,921.07
39,10,3,20,1018.36,1018.36
40,10,3,20,3200.53,3135.68
41,10,3,20,2649.54,2649.54
42,10,3,20,1177.92,1177.92
43,10,3,20,4862.59,4730.54
44,10,3,20,22894.22,22894.22
45,10,3,20,14461.42,14461.42
46,10,3,20,5154.30,5154.30
47,10,3,20,10381.11,10381.11
48,10,3,20,14902.46,14869.23
49,10,3,20,3299.16,3299.16
50,10,3,20,34141.17,34141.17
51,10,3,20,4249.13,4249.13
52,10,3,20,2786.21,2786.21
53,10,3,20,6946.79,6886.06
54,10,3,20,3412.30,3189.31
55,10,3,20,1108.06,992.12
56,10,3,20,701.74,701.74
57,10,3,20,3526.62,3248.64
58,10,3,20,2228.93,2228.93
59,10,3,20,5886.72,5336.39
60,10,3,20,1654.23,1591.57
61,10,3,20,7594.28,7594.28
62,10,3,20,1478.83,1059.08
63,10,3,20,20510.03,20510.03
64,10,3,20,2517.85,2517.85
65,10,3,20,2983.32,2873.54
66,10,3,20,10962.53,10962.53
67,10,3,20,1385.79,1385.79
68,10,3,20,1766.03,1719.55
69,10,3,20,1767.54,1553.61
70,10,3,20,2138.99,2138.99
71,10,3,20,2549.03,2502.06
72,10,3,20,1685.09,1629.68
73,10,3,20,1267.00,1267.00
74,10,3,20,1882.40,1466.96
75,10,3,20,6639.40,6639.40
76,10,3,20,4230.40,4119.63
77,10,3,20,1547.27,1476.96
78,10,3,20,11116.59,11116.59
79,10,3,20,1763.65,1763.65
80,10,3,20,1002.17,963.25
81,10,3,20,9511.31,9429.38
82,10,3,20,1792.36,1792.36
83,10,3,20,2161.67,1939.65
84,10,3,20,5009.61,5009.61
85,10,3,20,4675.25,4675.25
86,10,3,20,17245.32,17171.22
87,10,3,20,6142.20,6142.20
88,10,3,20,1904.83,1904.83
89,10,3,20,13395.22,13233.42
90,10,3,20,1309.69,1136.57
91,10,3,20,774.06,774.06
92,10,3,20,3274.04,3045.85
93,10,3,20,3071.60,3071.60
94,10,3,20,2040.14,2040.14
95,10,3,20,10095.71,8775.52
96,10,3,20,4046.30,3946.35
97,10,3,20,5372.01,5372.01
98,10,3,20,29224.93,28925.47
99,10,3,20,2068.43,2068.43
100,10,3,20,1225.06,1225.06
1,11,3,30,2934.17,2865.64
2,11,3,30,10741.63,10634.03
3,11,3,30,7443.45,6956.71
4,11,3,30,14217.81,14202.30
5,11,3,30,3062.02,3026.52
6,11,3,30,4345.40,4141.96
7,11,3,30,7419.03,7419.03
8,11,3,30,1726.02,1608.13
9,11,3,30,2326.18,2227.08
10,11,3,30,1647.69,1647.69
11,11,3,30,2057.76,2015.94
12,11,3,30,17018.25,17018.25
13,11,3,30,3282.16,3282.16
14,11,3,30,1931.02,1830.00
15,11,3,30,3868.24,3612.34
16,11,3,30,4621.54,4000.88
17,11,3,30,4791.56,4501.47
18,11,3,30,6066.86,5970.05
19,11,3,30,1986.94,1826.33
20,11,3,30,13856.95,13694.90
21,11,3,30,2262.40,2204.83
22,11,3,30,1514.41,1514.41
23,11,3,30,2968.74,2695.78
24,11,3,30,4331.30,4297.21
25,11,3,30,5693.55,5693.55
26,11,3,30,2011.67,1418.04
27,11,3,30,1422.67,1330.51
28,11,3,30,2977.59,2774.03
29,11,3,30,4223.38,4072.51
30,11,3,30,3467.70,3420.73
31,11,3,30,12242.31,11531.04
32,11,3,30,3008.19,2787.66
33,11,3,30,7458.45,7427.93
34,11,3,30,5123.67,5123.67
35,11,3,30,1238.62,1185.15
36,11,3,30,19877.01,16167.78
37,11,3,30,4443.24,4443.24
38,11,3,30,9760.30,9721.55
39,11,3,30,2409.98,2409.98
40,11,3,30,5847.30,5551.37
41,11,3,30,3176.17,3068.05
42,11,3,30,1584.45,1539.09
43,11,3,30,1680.43,1680.43
44,11,3,30,1208.73,1161.19
45,11,3,30,3068.25,2851.67
46,11,3,30,6907.45,6514.34
47,11,3,30,17151.53,17024.23
48,11,3,30,6647.79,6474.23
49,11,3,30,4358.09,4323.14
50,11,3,30,4861.59,4828.42
51,11,3,30,1800.19,1703.64
52,11,3,30,2390.85,2063.65
53,11,3,30,3710.05,3674.39
54,11,3,30,2365.66,2352.46
55,11,3,30,3405.17,3295.86
56,11,3,30,14742.66,14605.62
57,11,3,30,13006.93,12622.03
58,11,3,30,1870.71,1684.04
59,11,3,30,18478.24,18378.04
60,11,3,30,9512.64,9486.13
61,11,3,30,2956.26,2887.95
62,11,3,30,1953.15,1704.08
63,11,3,30,9337.27,9330.35
64,11,3,30,15285.63,15285.63
65,11,3,30,3392.75,3392.75
66,11,3,30,4820.62,4820.62
67,11,3,30,3009.16,2823.79
68,11,3,30,15196.08,15167.54
69,11,3,30,1956.29,1753.76
70,11,3,30,1617.94,1559.18
71,11,3,30,3529.81,3529.81
72,11,3,30,5439.88,5439.88
73,11,3,30,1427.40,1391.35
74,11,3,30,4112.41,3947.49
75,11,3,30,3770.23,3770.23
76,11,3,30,7007.16,7007.16
77,11,3,30,2668.09,1797.23
78,11,3,30,3427.55,3125.19
79,11,3,30,3582.46,3376.81
80,11,3,30,3946.20,3921.76
81,11,3,30,1537.44,1265.97
82,11,3,30,1676.37,1676.37
83,11,3,30,1600.79,1600.79
84,11,3,30,3286.30,3138.77
85,11,3,30,2563.34,2529.56
86,11,3,30,5631.57,5319.17
87,11,3,30,2016.49,1813.64
88,11,3,30,1819.02,1232.10
89,11,3,30,5252.94,5232.25
90,11,3,30,6071.39,5972.10
91,11,3,30,11141.12,10905.88
92,11,3,30,2793.21,2627.71
93,11,3,30,7023.46,7023.46
94,11,3,30,11183.53,11167.77
95,11,3,30,3528.36,3472.48
96,11,3,30,4224.67,4179.93
97,11,3,30,8078.24,2783.73
98,11,3,30,2183.54,2169.59
99,11,3,30,2858.50,2858.50
100,11,3,30,3920.18,3898.24
1,12,3,40,24500.40,24500.40
2,12,3,40,3134.76,2978.47
3,12,3,40,4017.12,3993.38
4,12,3,40,2735.96,2735.96
5,12,3,40,6226.37,5873.47
6,12,3,40,40096.25,39844.67
7,12,3,40,6164.53,5860.82
8,12,3,40,11534.71,11534.71
9,12,3,40,11568.12,10378.01
10,12,3,40,2824.30,2421.80
11,12,3,40,17952.33,17391.26
12,12,3,40,4759.37,4174.32
13,12,3,40,2659.93,2289.13
14,12,3,40,2827.98,2807.38
15,12,3,40,3505.50,3261.53
16,12,3,40,7510.31,6835.31
17,12,3,40,15295.18,15263.05
18,12,3,40,11352.33,11311.64
19,12,3,40,6525.70,6415.97
20,12,3,40,8244.72,7997.08
21,12,3,40,5281.95,5031.52
22,12,3,40,2086.03,1969.50
23,12,3,40,7009.76,7009.76
24,12,3,40,2563.96,2105.97
25,12,3,40,1867.68,1867.68
26,12,3,40,22073.40,18017.23
27,12,3,40,2992.94,2759.12
28,12,3,40,2592.76,2489.32
29,12,3,40,8635.42,8554.47
30,12,3,40,2597.88,2552.58
31,12,3,40,31966.85,31468.40
32,12,3,40,9139.30,8633.79
33,12,3,40,4269.49,3964.39
34,12,3,40,3947.16,3137.33
35,12,3,40,12469.17,11748.64
36,12,3,40,23613.33,22020.08
37,12,3,40,9907.32,9641.63
38,12,3,40,3544.94,3011.38
39,12,3,40,8106.35,7882.57
40,12,3,40,28009.99,27694.83
41,12,3,40,3921.07,3609.49
42,12,3,40,6686.63,6617.96
43,12,3,40,12177.88,12095.44
44,12,3,40,16403.71,14534.02
45,12,3,40,8511.61,8511.61
46,12,3,40,4256.90,4091.05
47,12,3,40,4913.30,4834.90
48,12,3,40,2704.97,2349.89
49,12,3,40,1776.44,1689.63
50,12,3,40,7127.49,6449.87
51,12,3,40,1905.36,1717.32
52,12,3,40,9716.31,9582.46
53,12,3,40,28623.14,28174.17
54,12,3,40,24320.39,24320.39
55,12,3,40,22706.95,20809.27
56,12,3,40,3261.29,3026.09
57,12,3,40,3486.23,3312.87
58,12,3,40,3573.04,3229.05
59,12,3,40,5285.45,5242.21
60,12,3,40,3248.27,3213.88
61,12,3,40,2576.50,2508.12
62,12,3,40,7310.68,7310.68
63,12,3,40,7847.17,7414.62
64,12,3,40,24601.44,23783.27
65,12,3,40,8654.37,8654.37
66,12,3,40,29601.74,29440.13
67,12,3,40,7869.73,7368.72
68,12,3,40,7299.41,6881.62
69,12,3,40,14795.35,10999.02
70,12,3,40,2209.36,2122.78
71,12,3,40,3456.92,3314.36
72,12,3,40,8913.71,5911.87
73,12,3,40,11809.43,11214.28
74,12,3,40,9417.82,9220.74
75,12,3,40,3981.56,3747.46
76,12,3,40,5449.06,5032.58
77,12,3,40,5106.14,4456.48
78,12,3,40,5140.04,4826.26
79,12,3,40,4721.13,4664.01
80,12,3,40,2757.83,2757.83
81,12,3,40,2793.58,2680.47
82,12,3,40,2825.57,2572.60
83,12,3,40,6763.90,6670.62
84,12,3,40,2993.68,2981.93
85,12,3,40,34734.47,33940.29
86,12,3,40,5694.93,5149.13
87,12,3,40,4517.75,4324.00
88,12,3,40,12316.40,10898.61
89,12,3,40,3709.08,3558.54
90,12,3,40,6799.28,6650.58
91,12,3,40,4538.03,3936.50
92,12,3,40,2788.08,2605.62
93,12,3,40,4355.98,3739.40
94,12,3,40,6085.77,5920.96
95,12,3,40,6073.30,5969.12
96,12,3,40,28338.75,28242.77
97,12,3,40,4041.38,3349.37
98,12,3,40,17269.06,17269.06
99,12,3,40,7391.25,6717.95
100,12,3,40,1860.26,1813.93
1,13,4,10,699.02,699.02
2,13,4,10,3115.90,3115.90
3,13,4,10,1969.18,1969.18
4,13,4,10,504.55,448.13
5,13,4,10,441.44,417.53
6,13,4,10,533.89,533.89
7,13,4,10,8930.05,8930.05
8,13,4,10,559.96,559.96
9,13,4,10,859.27,859.27
10,13,4,10,3412.76,3412.76
11,13,4,10,2844.10,2844.10
12,13,4,10,297.37,297.37
13,13,4,10,1306.45,1306.45
14,13,4,10,783.17,761.83
15,13,4,10,713.86,543.93
16,13,4,10,1832.17,1832.17
17,13,4,10,2046.97,2046.97
18,13,4,10,397.91,397.91
19,13,4,10,586.06,586.06
20,13,4,10,1681.43,1681.43
21,13,4,10,2620.93,2586.40
22,13,4,10,1699.63,1699.63
23,13,4,10,575.01,575.01
24,13,4,10,1342.47,1342.47
25,13,4,10,1967.52,1967.52
26,13,4,10,2158.07,2158.07
27,13,4,10,819.04,819.04
28,13,4,10,640.77,640.77
29,13,4,10,704.45,704.45
30,13,4,10,438.48,438.48
31,13,4,10,1142.61,1142.61
32,13,4,10,5861.55,5861.55
33,13,4,10,5350.96,5350.96
34,13,4,10,1296.41,1296.41
35,13,4,10,437.26,437.26
36,13,4,10,2140.72,2140.72
37,13,4,10,801.45,801.45
38,13,4,10,10071.31,10071.31
39,13,4,10,526.61,526.61
40,13,4,10,903.25,885.09
41,13,4,10,574.25,574.25
42,13,4,10,1815.31,1815.31
43,13,4,10,3172.62,3172.62
44,13,4,10,1849.73,1849.73
45,13,4,10,1779.57,1779.57
46,13,4,10,892.63,892.63
47,13,4,10,1288.26,1288.26
48,13,4,10,4971.68,4971.68
49,13,4,10,1944.26,1944.26
50,13,4,10,711.30,711.30
51,13,4,10,729.27,729.27
52,13,4,10,1838.85,1838.85
53,13,4,10,879.50,879.50
54,13,4,10,1425.59,1425.59
55,13,4,10,1552.69,1552.69
56,13,4,10,891.59,891.59
57,13,4,10,915.70,915.70
58,13,4,10,603.81,603.81
59,13,4,10,1142.91,1142.91
60,13,4,10,1706.57,1706.57
61,13,4,10,11608.50,11608.50
62,13,4,10,1190.99,913.01
63,13,4,10,703.91,703.91
64,13,4,10,4443.69,4443.69
65,13,4,10,1344.60,1344.60
66,13,4,10,1240.03,1240.03
67,13,4,10,770.16,770.16
68,13,4,10,694.30,694.30
69,13,4,10,952.15,952.15
70,13,4,10,2489.32,2489.32
71,13,4,10,923.62,756.35
72,13,4,10,1914.02,1914.02
73,13,4,10,782.02,782.02
74,13,4,10,2351.68,2351.68
75,13,4,10,553.64,533.47
76,13,4,10,919.61,919.61
77,13,4,10,1226.57,1226.57
78,13,4,10,3563.78,3563.78
79,13,4,10,729.77,684.07
80,13,4,10,521.13,521.13
81,13,4,10,2830.13,2830.13
82,13,4,10,8584.63,7941.58
83,13,4,10,1014.00,1014.00
84,13,4,10,1098.25,1098.25
85,13,4,10,856.24,740.30
86,13,4,10,1153.34,1153.34
87,13,4,10,803.11,803.11
88,13,4,10,614.77,576.43
89,13,4,10,761.26,761.26
90,13,4,10,624.17,624.17
91,13,4,10,1584.33,1584.33
92,13,4,10,2662.08,2662.08
93,13,4,10,2150.65,2150.65
94,13,4,10,872.54,848.63
95,13,4,10,769.60,619.94
96,13,4,10,1437.90,1437.90
97,13,4,10,1423.61,1423.61
98,13,4,10,881.70,881.70
99,13,4,10,3626.75,3494.70
100,13,4,10,1057.42,1057.42
1,14,4,20,893.93,893.93
2,14,4,20,16637.37,16637.37
3,14,4,20,1089.01,1054.61
4,14,4,20,1219.48,1219.48
5,14,4,20,3725.34,3725.34
6,14,4,20,1040.71,1040.71
7,14,4,20,2080.97,2080.97
8,14,4,20,1873.62,1873.62
9,14,4,20,2111.73,2111.73
10,14,4,20,2454.19,2249.81
11,14,4,20,1658.80,1658.80
12,14,4,20,2656.08,2656.08
13,14,4,20,2274.00,2274.00
14,14,4,20,1280.68,1280.68
15,14,4,20,2447.10,2447.10
16,14,4,20,3032.37,3032.37
17,14,4,20,3963.63,3963.63
18,14,4,20,1151.95,1151.95
19,14,4,20,7588.18,7588.18
20,14,4,20,1813.54,1724.43
21,14,4,20,1644.77,1545.05
22,14,4,20,1673.45,1673.45
23,14,4,20,11657.29,11520.08
24,14,4,20,5405.93,5405.93
25,14,4,20,1224.64,1171.63
26,14,4,20,1478.37,1478.37
27,14,4,20,2499.00,2499.00
28,14,4,20,2161.70,2161.70
29,14,4,20,1607.68,1505.74
30,14,4,20,2682.65,2682.65
31,14,4,20,5948.68,5948.68
32,14,4,20,1210.31,1210.31
33,14,4,20,1705.52,1693.87
34,14,4,20,4187.75,4187.75
35,14,4,20,3487.47,3453.70
36,14,4,20,1159.42,1159.42
37,14,4,20,1318.42,1296.32
38,14,4,20,1554.16,1554.16
39,14,4,20,2198.70,2198.70
40,14,4,20,1665.67,1665.67
41,14,4,20,2513.28,2513.28
42,14,4,20,3002.86,3002.86
43,14,4,20,9118.36,9118.36
44,14,4,20,2604.22,2604.22
45,14,4,20,2154.68,1990.45
46,14,4,20,1319.43,1319.43
47,14,4,20,749.15,687.13
48,14,4,20,1513.23,1364.35
49,14,4,20,1991.49,1991.49
50,14,4,20,2710.00,2710.00
51,14,4,20,1956.61,1956.61
52,14,4,20,6169.23,6169.23
53,14,4,20,2371.11,2371.11
54,14,4,20,30835.89,30768.46
55,14,4,20,4067.05,4067.05
56,14,4,20,11666.98,11666.98
57,14,4,20,1386.85,1386.85
58,14,4,20,952.46,952.46
59,14,4,20,1904.52,1904.52
60,14,4,20,2838.72,2838.72
61,14,4,20,1279.28,1279.28
62,14,4,20,3007.15,3007.15
63,14,4,20,36264.82,33574.98
64,14,4,20,4588.06,4588.06
65,14,4,20,1860.37,1521.95
66,14,4,20,2472.26,2214.80
67,14,4,20,1752.75,1611.53
68,14,4,20,1908.84,1908.84
69,14,4,20,2808.99,2808.99
70,14,4,20,1592.74,1122.26
71,14,4,20,1278.43,1196.14
72,14,4,20,2072.17,2072.17
73,14,4,20,2155.12,2155.12
74,14,4,20,4106.85,4106.85
75,14,4,20,5243.51,5243.51
76,14,4,20,4398.47,4398.47
77,14,4,20,1170.24,1170.24
78,14,4,20,11380.35,11015.65
79,14,4,20,5313.26,4986.83
80,14,4,20,19683.49,19606.90
81,14,4,20,5454.61,5454.61
82,14,4,20,2834.48,2537.19
83,14,4,20,2458.02,2458.02
84,14,4,20,3284.79,3284.79
85,14,4,20,1956.14,1956.14
86,14,4,20,3933.05,3933.05
87,14,4,20,2083.06,1929.54
88,14,4,20,3706.84,3638.72
89,14,4,20,1300.98,1162.86
90,14,4,20,1689.11,1469.11
91,14,4,20,2761.92,2761.92
92,14,4,20,1815.73,1815.73
93,14,4,20,4663.06,4663.06
94,14,4,20,2228.59,2228.59
95,14,4,20,7923.92,7923.92
96,14,4,20,822.33,822.33
97,14,4,20,3090.78,3090.78
98,14,4,20,4406.42,4224.04
99,14,4,20,3970.65,3970.65
100,14,4,20,3648.07,3631.44
1,15,4,30,1453.00,1256.62
2,15,4,30,2271.61,2271.61
3,15,4,30,3554.61,3554.61
4,15,4,30,3335.32,3249.41
5,15,4,30,4084.56,3820.17
6,15,4,30,4594.43,4566.00
7,15,4,30,7370.56,7179.60
8,15,4,30,4143.21,4121.00
9,15,4,30,8646.82,7799.08
10,15,4,30,1874.26,1799.22
11,15,4,30,5064.64,5064.64
12,15,4,30,8562.20,6494.54
13,15,4,30,9290.71,9059.37
14,15,4,30,4159.02,4092.30
15,15,4,30,3061.52,2950.75
16,15,4,30,4190.02,3680.86
17,15,4,30,5276.24,5276.24
18,15,4,30,1399.18,1399.18
19,15,4,30,7092.13,7092.13
20,15,4,30,2985.18,2714.89
21,15,4,30,9109.52,9109.52
22,15,4,30,4128.59,4082.70
23,15,4,30,5029.30,4738.60
24,15,4,30,4860.98,4860.98
25,15,4,30,2518.69,2433.48
26,15,4,30,2673.15,2594.15
27,15,4,30,3108.16,3058.82
28,15,4,30,5100.17,4889.71
29,15,4,30,1654.92,1654.92
30,15,4,30,5485.37,4736.10
31,15,4,30,4779.47,4779.47
32,15,4,30,16472.60,15103.56
33,15,4,30,1881.35,1859.22
34,15,4,30,7548.07,7516.10
35,15,4,30,24243.47,22649.05
36,15,4,30,2824.60,2824.60
37,15,4,30,2983.61,2861.46
38,15,4,30,4307.54,4307.54
39,15,4,30,2369.59,2112.95
40,15,4,30,1361.55,1344.01
41,15,4,30,4640.16,4640.16
42,15,4,30,6175.00,5947.06
43,15,4,30,2543.38,2523.80
44,15,4,30,2900.99,2634.51
45,15,4,30,1664.92,1664.92
46,15,4,30,4100.01,4013.62
47,15,4,30,1949.33,1737.83
48,15,4,30,2432.82,2432.82
49,15,4,30,9542.59,9542.59
50,15,4,30,3260.38,3004.67
51,15,4,30,33090.75,23765.61
52,15,4,30,2181.15,2102.05
53,15,4,30,6704.64,6538.65
54,15,4,30,6071.78,6071.78
55,15,4,30,1778.23,1743.83
56,15,4,30,1522.73,1492.31
57,15,4,30,10439.52,10385.21
58,15,4,30,13014.83,12167.09
59,15,4,30,3308.25,3103.87
60,15,4,30,15564.33,15564.33
61,15,4,30,2131.31,2060.39
62,15,4,30,5919.96,5908.32
63,15,4,30,8186.94,8186.94
64,15,4,30,3793.79,3733.06
65,15,4,30,2398.00,2313.03
66,15,4,30,3393.80,3292.96
67,15,4,30,2397.48,2270.16
68,15,4,30,2615.63,2538.85
69,15,4,30,2022.38,1964.00
70,15,4,30,6910.83,6855.89
71,15,4,30,2209.37,2081.57
72,15,4,30,38017.80,38017.80
73,15,4,30,9109.04,8998.26
74,15,4,30,3602.55,2794.62
75,15,4,30,2899.03,2899.03
76,15,4,30,14718.19,14650.07
77,15,4,30,3138.25,3138.25
78,15,4,30,11421.16,11421.16
79,15,4,30,1324.78,1130.38
80,15,4,30,5731.47,5731.47
81,15,4,30,2034.41,1950.83
82,15,4,30,4658.50,4658.50
83,15,4,30,3641.38,3505.39
84,15,4,30,4298.40,4298.40
85,15,4,30,23907.36,23879.34
86,15,4,30,3426.05,3426.05
87,15,4,30,1760.73,1691.85
88,15,4,30,7652.41,6318.42
89,15,4,30,26072.79,25986.83
90,15,4,30,2263.63,2263.63
91,15,4,30,3283.25,3283.25
92,15,4,30,30151.59,30151.59
93,15,4,30,2894.20,2849.50
94,15,4,30,12979.43,12979.43
95,15,4,30,3824.84,3526.51
96,15,4,30,21024.78,21024.78
97,15,4,30,4611.21,4523.81
98,15,4,30,3113.10,2951.05
99,15,4,30,7368.17,6015.36
100,15,4,30,5539.57,5539.57
1,16,4,40,5128.98,5128.98
2,16,4,40,6403.43,6403.43
3,16,4,40,7957.03,7032.75
4,16,4,40,4976.28,4756.82
5,16,4,40,4685.05,4442.62
6,16,4,40,4852.19,4787.12
7,16,4,40,12764.61,12764.61
8,16,4,40,4975.79,4975.79
9,16,4,40,3094.99,2768.90
10,16,4,40,10484.12,9399.33
11,16,4,40,10082.26,10046.34
12,16,4,40,6367.94,5725.39
13,16,4,40,19096.67,19009.84
14,16,4,40,5242.45,5242.45
15,16,4,40,3787.15,3737.62
16,16,4,40,4548.23,4317.53
17,16,4,40,17282.46,16819.15
18,16,4,40,6482.97,5817.12
19,16,4,40,13689.54,13570.16
20,16,4,40,3109.16,3062.40
21,16,4,40,19420.46,17382.44
22,16,4,40,4097.95,3918.39
23,16,4,40,10364.80,10036.66
24,16,4,40,4445.68,3914.88
25,16,4,40,7495.90,7495.90
26,16,4,40,3778.57,3778.57
27,16,4,40,10479.61,9499.62
28,16,4,40,19726.52,19037.16
29,16,4,40,13816.13,12083.76
30,16,4,40,1780.63,1731.77
31,16,4,40,9747.30,9726.62
32,16,4,40,8183.45,7788.30
33,16,4,40,7153.91,6870.81
34,16,4,40,7940.96,7344.99
35,16,4,40,4284.92,4284.92
36,16,4,40,2925.46,2775.95
37,16,4,40,4985.77,4985.77
38,16,4,40,10229.51,9159.43
39,16,4,40,10539.90,10473.71
40,16,4,40,10078.57,9566.23
41,16,4,40,3984.05,3984.05
42,16,4,40,2823.21,2799.75
43,16,4,40,13216.26,12208.84
44,16,4,40,10171.12,10126.35
45,16,4,40,5785.49,5336.63
46,16,4,40,5058.33,5045.54
47,16,4,40,4338.79,4156.99
48,16,4,40,3430.28,3397.42
49,16,4,40,16821.14,16692.04
50,16,4,40,2894.82,2743.94
51,16,4,40,9883.51,9753.37
52,16,4,40,11503.29,11327.64
53,16,4,40,13719.21,13076.16
54,16,4,40,12531.92,12349.85
55,16,4,40,6712.67,6221.06
56,16,4,40,4340.86,3043.74
57,16,4,40,12655.43,11659.25
58,16,4,40,9890.17,8498.65
59,16,4,40,11460.48,11086.84
60,16,4,40,12492.77,12431.69
61,16,4,40,5429.32,5289.64
62,16,4,40,6563.03,6563.03
63,16,4,40,12772.38,12772.38
64,16,4,40,15258.52,15258.52
65,16,4,40,1875.71,1749.64
66,16,4,40,15843.76,15255.83
67,16,4,40,2563.96,2525.71
68,16,4,40,4711.93,4711.93
69,16,4,40,11687.58,11687.58
70,16,4,40,2898.12,2854.64
71,16,4,40,6007.71,5618.27
72,16,4,40,2867.42,2682.64
73,16,4,40,2240.28,1940.06
74,16,4,40,7952.96,7952.96
75,16,4,40,3179.75,3129.97
76,16,4,40,10634.67,10634.67
