website,category,article_number,article_url,page_weight_in_bytes
www.nytimes.com,Style,4,https://www.nytimes.com/2024/10/04/style/facial-hair-callout.html,7228565
www.nytimes.com,Style,5,https://www.nytimes.com/2024/10/03/style/dating-powerpoint-pitch-cards.html,5323512
www.nytimes.com,Style,6,https://www.nytimes.com/2024/10/04/realestate/weekend-home-sullivan-county-ny.html,0
www.nytimes.com,Style,7,https://www.nytimes.com/2024/10/04/fashion/hodinkee-sale-watches-of-switzerland.html,5347080
www.nytimes.com,Style,8,https://www.nytimes.com/2024/10/02/style/adult-children-relationships-intervention.html,5018928
www.nytimes.com,Style,9,https://www.nytimes.com/2024/10/02/style/love-is-blind-body-language.html,6050825
www.nytimes.com,Style,10,https://www.nytimes.com/2024/10/04/style/alix-masters-emil-weinstein-wedding.html,5311534
www.nytimes.com,Music,1,https://www.nytimes.com/2024/10/04/arts/music/atlanta-opera-tomer-zvulun.html,5835625
www.nytimes.com,Music,2,https://www.nytimes.com/2024/10/03/arts/music/garth-brooks-rape-assault-lawsuit.html,5401478
www.nytimes.com,Music,3,https://www.nytimes.com/2024/10/03/arts/music/cassette-revival-tape-decks.html,5665536
www.nytimes.com,Music,4,https://www.nytimes.com/2024/10/04/arts/music/amplifier-newsletter-kris-kristofferson-covers.html,9084561
www.nytimes.com,Music,5,https://www.nytimes.com/2024/10/04/arts/music/playlist-lauren-mayberry-bartees-strange-the-smile.html,6183520
www.nytimes.com,Music,6,https://www.nytimes.com/2024/10/02/style/beyonce-levis-women.html,7755711
www.nytimes.com,Music,7,https://www.nytimes.com/2024/10/01/arts/music/pras-lauryn-hill-fugees-lawsuit.html,5600942
www.nytimes.com,Music,8,https://www.nytimes.com/2024/09/29/arts/music/sean-combs-diddy-parties-quotes.html,7944740
www.nytimes.com,Music,9,https://www.nytimes.com/2024/09/29/arts/music/sean-combs-diddy-white-parties.html,5925869
www.nytimes.com,Music,10,https://www.nytimes.com/2024/09/27/arts/music/sean-combs-diddy-lawsuit-drugs.html,5408392
www.nytimes.com,Space and Astronomy,1,https://www.nytimes.com/2024/10/03/science/asteroids-food-space.html,5181743
www.nytimes.com,Space and Astronomy,2,https://www.nytimes.com/2024/09/26/science/planet-white-dwarf.html,4950311
www.nytimes.com,Space and Astronomy,3,https://www.nytimes.com/2024/09/28/science/spacex-launch-nasa.html,5331177
www.nytimes.com,Space and Astronomy,4,https://www.nytimes.com/2024/09/25/science/space/black-hole-m87-energy.html,14498585
www.nytimes.com,Space and Astronomy,5,https://www.nytimes.com/2024/09/20/science/earth-rings-asteroids-ordovician.html,5154010
www.nytimes.com,Space and Astronomy,6,https://www.nytimes.com/2024/09/17/science/nasa-europa-clipper-radiation.html,5537314
www.nytimes.com,Space and Astronomy,7,https://www.nytimes.com/2024/09/16/science/planet-formation-top-down.html,10708132
www.nytimes.com,Space and Astronomy,8,https://www.nytimes.com/2024/09/11/science/spacex-polaris-dawn-astronauts-spacewalk.html,5403118
www.nytimes.com,Space and Astronomy,9,https://www.nytimes.com/2024/07/25/science/nasa-perseverance-rover-mars-rock.html,5817057
www.nytimes.com,Space and Astronomy,10,https://www.nytimes.com/2024/07/11/technology/elon-musk-spacex-mars.html,6792575
www.nytimes.com,2024 Elections,1,https://www.nytimes.com/2024/10/03/us/politics/trump-rally-michigan.html,4927146
www.nytimes.com,2024 Elections,2,https://www.nytimes.com/2024/10/03/us/politics/walz-gaza-israel-muslims-emgage.html,8076133
www.nytimes.com,2024 Elections,3,https://www.nytimes.com/2024/10/03/us/politics/vance-trumpism-analysis.html,8214625
www.nytimes.com,2024 Elections,4,https://www.nytimes.com/2024/10/04/us/politics/melania-trump-book-abortion-2020-election.html,7963500
www.nytimes.com,2024 Elections,5,https://www.nytimes.com/2024/10/04/us/politics/trump-town-hall-promises-veterans.html,4961813
www.nytimes.com,2024 Elections,6,https://www.nytimes.com/2024/10/04/us/politics/trump-wildfire-aid-california.html,8893658
www.nytimes.com,2024 Elections,7,https://www.nytimes.com/2024/10/04/us/politics/election-israel-iran.html,8985586
www.nytimes.com,2024 Elections,8,https://www.nytimes.com/2024/10/04/us/politics/biden-drop-out-2024-election.html,8360795
www.nytimes.com,2024 Elections,9,https://www.nytimes.com/2024/10/04/us/politics/trump-dimon-false-endorsement.html,8733186
www.nytimes.com,2024 Elections,10,https://www.nytimes.com/2024/10/04/us/politics/trump-takes-aim-at-legal-immigration.html,7804777
www.nytimes.com,Economy,1,https://www.nytimes.com/2024/10/04/business/jobs-report-harris-economy.html,5056203
www.nytimes.com,Economy,2,https://www.nytimes.com/2024/10/04/business/economy/job-market-hiring-wage.html,5128475
www.nytimes.com,Economy,3,https://www.nytimes.com/2024/10/04/business/economy/jobs-report-september.html,5162064
www.nytimes.com,Economy,4,https://www.nytimes.com/2024/10/04/business/economy/pandemic-startups-small-business-economy.html,5099204
www.nytimes.com,Economy,5,https://www.nytimes.com/2024/10/03/business/economy/port-strike-suspended.html,5207212
www.nytimes.com,Economy,6,https://www.nytimes.com/2024/10/03/us/politics/us-economy-inflation-port-strike-helene-israel.html,5499914
www.nytimes.com,Economy,7,https://www.nytimes.com/2024/10/03/business/economy/manufacturing-jobs-trump-harris.html,7646650
www.nytimes.com,Economy,8,https://www.nytimes.com/2024/10/02/business/economy/hurricane-helene-deaths-climate.html,6618297
www.nytimes.com,Economy,9,https://www.nytimes.com/2024/10/01/world/europe/restaurant-london-homeless.html,5231721
www.nytimes.com,Economy,10,https://www.nytimes.com/2024/09/26/business/economy/trump-economy-inflation-growth.html,5472206
www.dailymail.co.uk,Prince Harry,1,https://www.dailymail.co.uk/femail/article-13934129/SHANE-WATSON-Meghan-Markles-recycled-dress-says-ambitions.html?ico=topics_pagination_desktop,13680626
www.dailymail.co.uk,Prince Harry,2,https://www.dailymail.co.uk/femail/article-13932215/meghan-markle-affectionate-display-bff-kelly-mckee-zajfen.html?ico=topics_pagination_desktop,14238658
www.dailymail.co.uk,Prince Harry,3,https://www.dailymail.co.uk/femail/article-13931985/Meghan-Markle-reunite-Suits-Sarah-Rafferty-rewatch-podcast.html?ico=topics_pagination_desktop,9237121
www.dailymail.co.uk,Prince Harry,4,https://www.dailymail.co.uk/news/article-13931959/Meghan-Markle-solo-visit-LA-childrens-hospital-Prince-Harry.html?ico=topics_pagination_desktop,13593009
www.dailymail.co.uk,Prince Harry,5,https://www.dailymail.co.uk/news/royals/article-13843653/Princess-Diana-sisters-Prince-William-Prince-Harry.html?ico=topics_pagination_desktop,10265373
www.dailymail.co.uk,Prince Harry,6,https://www.dailymail.co.uk/tvshowbiz/article-13930283/Lizzie-Cundy-awkward-reunion-old-friend-Meghan-Markle-charity-gala.html?ico=topics_pagination_desktop,12692641
www.dailymail.co.uk,Prince Harry,7,https://www.dailymail.co.uk/femail/article-13929531/Meghan-Markle-feet-heels-sandals.html?ico=topics_pagination_desktop,11334521
www.dailymail.co.uk,Prince Harry,8,https://www.dailymail.co.uk/femail/article-13929825/Meghan-Markle-Prince-Harry-body-language.html?ico=topics_pagination_desktop,15177259
www.dailymail.co.uk,Prince Harry,9,https://www.dailymail.co.uk/femail/article-13929899/Prince-Harry-video-calls-Meghan-Archie-Lilibet.html?ico=topics_pagination_desktop,14125640
www.dailymail.co.uk,Prince Harry,10,https://www.dailymail.co.uk/femail/article-13941145/prince-harry-meghan-markle-lilibet-similarity.html,15880084
www.dailymail.co.uk,Science,1,https://www.dailymail.co.uk/sciencetech/article-13920301/asteroid-killed-dinosaurs-scientists-discover-second-rock.html,12717065
www.dailymail.co.uk,Science,2,https://www.dailymail.co.uk/sciencetech/article-13925859/Washingtons-volcano-blow-earthquakes-Mount-Adams.html,9572272
www.dailymail.co.uk,Science,3,https://www.dailymail.co.uk/sciencetech/article-13926111/Jeff-Bezos-claims-one-hour-ritual-led-success-science-says-hes-right.html,11337043
www.dailymail.co.uk,Science,4,https://www.dailymail.co.uk/sciencetech/article-13926105/Historic-solar-flare-heading-Earth-auroras.html,9628224
www.dailymail.co.uk,Science,5,https://www.dailymail.co.uk/sciencetech/article-13924721/Harvard-psychologist-mathematical-problem-reveal-autism.html,14132157
www.dailymail.co.uk,Science,6,https://www.dailymail.co.uk/sciencetech/article-13922007/US-Army-testing-Lone-Wolf-robot-dog-Middle-East.html,12566300
www.dailymail.co.uk,Science,7,https://www.dailymail.co.uk/sciencetech/article-13925063/amazon-feature-users-pay-month.html,14933568
www.dailymail.co.uk,Science,8,https://www.dailymail.co.uk/sciencetech/article-13924801/Britain-atheist-God-parents-religious-beliefs.html,10013006
www.dailymail.co.uk,Science,9,https://www.dailymail.co.uk/sciencetech/article-13923889/Update-iPhone-Apple-urgent-security.html,10746144
www.dailymail.co.uk,Science,10,https://www.dailymail.co.uk/sciencetech/article-13922227/geyser-salty-water-erupts-Texas-oilfield-earthquakes.html,13535431
www.dailymail.co.uk,Showbiz,1,https://www.dailymail.co.uk/tvshowbiz/article-13936135/Kirsty-Gallacher-announces-shock-new-career-away-sports-presenting-teases-exciting-new-project.html,15153532
www.dailymail.co.uk,Showbiz,2,https://www.dailymail.co.uk/tvshowbiz/article-13936703/Seven-reporter-dates-Nine-star-split-Channel-Ten-presenter.html,12115171
www.dailymail.co.uk,Showbiz,3,https://www.dailymail.co.uk/tvshowbiz/article-13936783/Cameron-Daddo-mental-health-stutter.html,12257162
www.dailymail.co.uk,Showbiz,4,https://www.dailymail.co.uk/tvshowbiz/article-13936739/Jordan-Stephens-admits-didnt-think-feel-love-like-gives-rare-insight-relationship-Jade-Thirlwall.html,12961000
www.dailymail.co.uk,Showbiz,5,https://www.dailymail.co.uk/tvshowbiz/article-13936747/Irina-Shayk-looks-looks-stylish-takes-giggling-daughter-Lea-seven-stroll-New-York-City.html,7604147
www.dailymail.co.uk,Showbiz,6,https://www.dailymail.co.uk/tvshowbiz/article-13936615/Neighbours-Bonnie-Anderson-new-look.html,8605889
www.dailymail.co.uk,Showbiz,7,https://www.dailymail.co.uk/tvshowbiz/article-13936633/Holly-Willoughby-reacts-Phillip-Schofield-witch.html,15066952
www.dailymail.co.uk,Showbiz,8,https://www.dailymail.co.uk/tvshowbiz/article-13936359/Diddy-Kanye-West-feud-row-rapper-powerful-sex-trafficking-arrest.html,13927963
www.dailymail.co.uk,Showbiz,9,https://www.dailymail.co.uk/tvshowbiz/article-13936205/Keith-Urban-workout-routine-Las-Vegas.html,12079678
www.dailymail.co.uk,Showbiz,10,https://www.dailymail.co.uk/tvshowbiz/article-13944515/Ellie-Goulding-wine-drunk-flight-TikTok.html,12267893
www.dailymail.co.uk,Cricket,1,https://www.dailymail.co.uk/sport/cricket/article-13927537/Ben-Stokes-urges-England-repeat-Pakistan-heroics-Joe-Root-milestone.html,10922968
www.dailymail.co.uk,Cricket,2,https://www.dailymail.co.uk/sport/cricket/article-13927297/Ben-Stokes-MISS-Englands-Test-against-Pakistan-continues-recover-hamstring-injury-Ollie-Pope-steps-stand-captain-absence.html,13189959
www.dailymail.co.uk,Cricket,3,https://www.dailymail.co.uk/sport/cricket/article-13921629/Andrew-Flintoff-England-Lions-squad.html,13552555
www.dailymail.co.uk,Cricket,4,https://www.dailymail.co.uk/sport/cricket/article-13917021/Uncapped-Yorkshire-leg-spinner-Jafer-Chohan-receives-surprise-call-Englands-limited-overs-tour-Caribbean.html,16040653
www.dailymail.co.uk,Cricket,5,https://www.dailymail.co.uk/sport/cricket/article-13920235/Cricket-star-Alyssa-Healy-reveals-biggest-challenge-prepares-lead-Australia-T20-World-Cup.html,11359386
www.dailymail.co.uk,Cricket,6,https://www.dailymail.co.uk/sport/cricket/article-13898585/Graham-Thorpe-messages-death-team-mate.html,12552688
www.dailymail.co.uk,Cricket,7,https://www.dailymail.co.uk/sport/cricket/article-13905417/Ricky-Ponting-England-Australia-cricket-tactic-time-wasting-ODI.html,15562920
www.dailymail.co.uk,Cricket,8,https://www.dailymail.co.uk/sport/cricket/article-13904775/England-suffer-defeat-Australia-deciding-ODI-tourists-triumph-3-2-series-rain-halted-play-Bristol.html,15078432
www.dailymail.co.uk,Cricket,9,https://www.dailymail.co.uk/sport/cricket/article-13900085/England-beat-australia-odi-lords.html,11432721
www.dailymail.co.uk,Cricket,10,https://www.dailymail.co.uk/sport/cricket/article-13898525/Rob-Key-insists-Australian-born-seamer-Dan-Worrall-represent-England-Test-level-opening-possibility-sensational-Ashes-return-against-home-country.html,16648995
www.dailymail.co.uk,Health,1,https://www.dailymail.co.uk/health/article-13924705/mounjaro-nhs-rollout-threatened-king-kong-slow.html,14517558
www.dailymail.co.uk,Health,2,https://www.dailymail.co.uk/health/article-13924523/Women-breast-cancer-symptoms-self-refer-without-going-GP.html,12925764
www.dailymail.co.uk,Health,3,https://www.dailymail.co.uk/health/article-13924049/Netflix-hot-Rabbi-Psychologist-perfect-Adam-Brody.html,11661009
www.dailymail.co.uk,Health,4,https://www.dailymail.co.uk/health/article-13924617/Masturbation-triggers-distressing-mental-health-issue-TWO-THIRDS-men.html,17871880
www.dailymail.co.uk,Health,5,https://www.dailymail.co.uk/health/article-13923963/ignore-pins-needles-hodgkin-lymphoma-warning-sign-cancer-young-people.html,12506866
www.dailymail.co.uk,Health,6,https://www.dailymail.co.uk/health/article-13921009/toddlers-ultra-processed-foods-experts-warning.html,14360787
www.dailymail.co.uk,Health,7,https://www.dailymail.co.uk/health/article-13921019/New-ovarian-cancer-jab-wipe-deadly-disease-discovered-UK-scientists.html,11502990
www.dailymail.co.uk,Health,8,https://www.dailymail.co.uk/health/article-13919919/Alzheimers-drug-medication-breakthrough-toxic-tangles-brain.html,23974876
www.dailymail.co.uk,Health,9,https://www.dailymail.co.uk/health/article-13915503/girl-Rapunzel-syndrome-swallowed-stomach-hair.html,14832607
www.dailymail.co.uk,Health,10,https://www.dailymail.co.uk/health/article-13914487/Nearly-one-four-Brits-avoid-calling-ambulance-fears-long-arrive-poll-reveals.html,12691242
www.rambler.ru,Society,1,https://news.rambler.ru/community/53531163-shot-motoblogersha-anyutumini-zayavila-o-postupayuschih-ey-ugrozah-ubiystvom/,2073362
www.rambler.ru,Society,2,https://news.rambler.ru/community/53531005-v-rossii-vybrali-uchitelya-goda/,1960263
www.rambler.ru,Society,3,https://news.rambler.ru/community/53531020-okolo-100-migrantov-soglasilis-zaklyuchit-kontrakt-s-vs-rf/,2119108
www.rambler.ru,Society,4,https://news.rambler.ru/community/53530653-soosnovatelnitsa-marketpleysa-wildberries-ofitsialno-smenila-familiyu-na-kim/,2027063
www.rambler.ru,Society,5,https://news.rambler.ru/community/53530469-finskiy-professor-predlozhil-otkryt-kpp-na-granitse-s-rf-v-testovom-rezhime/,2027768
www.rambler.ru,Society,6,https://news.rambler.ru/community/53529971-staya-volkov-terroriziruet-zhiteley-poselka-v-lenoblasti/,2105039
www.rambler.ru,Society,7,https://news.rambler.ru/community/53529168-pavel-durov-vpervye-opublikoval-foto-so-svoim-rebenkom/,4660713
www.rambler.ru,Society,8,https://news.rambler.ru/community/53529832-umerla-glavnyy-redaktor-soyuzmultfilma-tatyana-paporova/,2142974
www.rambler.ru,Society,9,https://news.rambler.ru/community/53529559-kandelaki-obyasnila-pochemu-u-lerchek-problemy-s-zakonom/,1890145
www.rambler.ru,Society,10,https://news.rambler.ru/community/53529597-roskomnadzor-opublikoval-novuyu-versiyu-proekta-o-reestre-blogerov/,2040681
www.rambler.ru,Economy,1,https://finance.rambler.ru/economics/53531131-na-neftyanoy-rynok-prishli-treydery-opportunisty/,1948523
www.rambler.ru,Economy,2,https://finance.rambler.ru/economics/53523477-v-rossii-podskochili-prodazhi-sapbordov/,1980975
www.rambler.ru,Economy,3,https://finance.rambler.ru/economics/53529693-neft-rekordno-rastet-v-tsene-iz-za-blizhnevostochnogo-krizisa/,2083474
www.rambler.ru,Economy,4,https://finance.rambler.ru/economics/53528599-ekonomist-rasskazala-zachem-mvf-rvetsya-v-rossiyu-nevziraya-na-sanktsii/,1953184
www.rambler.ru,Economy,5,https://finance.rambler.ru/economics/53528321-robert-kiyosaki-prizval-skupat-bitkoin-obychnye-dengi-on-nazval-falshivymi/,1900485
www.rambler.ru,Economy,6,https://finance.rambler.ru/economics/53528162-stalo-izvestno-kuda-rossiya-eksportiruet-bolshe-vsego-svininy/,2080089
www.rambler.ru,Economy,7,https://finance.rambler.ru/economics/53518588-kazahstan-zaprosil-u-rf-razyasneniy-posle-prosby-priostanovit-postavki-zerna/#rcmrclid=d5c00ef20b0582cc,2056428
www.rambler.ru,Economy,8,https://finance.rambler.ru/economics/53524847-nazvan-lider-po-zakupkam-rossiyskogo-zerna/,1791561
www.rambler.ru,Economy,9,https://finance.rambler.ru/economics/53521552-analitik-sprognoziroval-na-skolko-vyrastet-klyuchevaya-stavka/,2334850
www.rambler.ru,Economy,10,https://finance.rambler.ru/economics/53521235-obem-fnb-rossii-rezko-uvelichilsya-v-sentyabre/,2032449
www.rambler.ru,Basketball,1,https://sport.rambler.ru/basketball/53529516-vembanyama-nazval-predstavitelnitsu-wnba-kotoraya-vdohnovlyaet-ego/,2381245
www.rambler.ru,Basketball,2,https://sport.rambler.ru/basketball/53525211-syn-lebrona-dzheymsa-bronni-debyutiroval-v-predsezonnom-matche-nba/,2272294
www.rambler.ru,Basketball,3,https://sport.rambler.ru/basketball/53528488-dreymond-grin-vyplatil-za-kareru-v-nba-bolee-3-mln-za-diskvalifikatsii/,2352409
www.rambler.ru,Basketball,4,https://sport.rambler.ru/basketball/53527012-keytlin-klark-priznana-novichkom-sezona-v-zhenskoy-nba/,2315576
www.rambler.ru,Basketball,5,https://sport.rambler.ru/basketball/53526799-vse-legionery-makkabi-krome-odnogo-reshili-ne-ehat-v-izrail-posle-matcha-evroligi/,2342360
www.rambler.ru,Basketball,6,https://sport.rambler.ru/basketball/53524665-odnoznachno-igrok-tsska-aleksa-avramovich-nazval-tri-luchshih-matcha-v-karere/,2349795
www.rambler.ru,Basketball,7,https://sport.rambler.ru/basketball/53526159-vladimir-gomelskiy-otvetil-fanatu-nazvavshemu-igroka-tsska-semena-antonova-posredstvennym/,2276105
www.rambler.ru,Basketball,8,https://sport.rambler.ru/basketball/53525667-polnaya-tishina-ochevidets-opisal-reaktsiyu-amerikanskih-fanatov-na-deystviya-demina/,2380520
www.rambler.ru,Basketball,9,https://sport.rambler.ru/basketball/53525418-redik-vyskazalsya-o-planah-na-lebrona-i-devisa-v-pervyh-predsezonnyh-matchah-leykers/,2347983
www.rambler.ru,Basketball,10,https://sport.rambler.ru/basketball/53524837-andrey-vedischev-ustanovil-neskolko-rekordov-na-postu-glavnogo-trenera-lokomotiva-kuban/,2314075
www.rambler.ru,Automotive,1,https://auto.rambler.ru/news/53530951-volkswagen-mozhet-vpervye-zakryt-svoi-zavody-v-germanii/,2054274
www.rambler.ru,Automotive,2,https://auto.rambler.ru/news/53530353-gruzovik-sollers-argo-stal-esche-bolee-rossiyskim-chto-izmenilos/,3565172
www.rambler.ru,Automotive,3,https://auto.rambler.ru/news/53530291-vneshnost-giperkara-mclaren-w1-raskryli-do-premery/,2032839
www.rambler.ru,Automotive,4,https://auto.rambler.ru/news/53530215-v-rossii-podorozhali-dva-krossovera-marki-changan-skolko-oni-stoyat/,3599339
www.rambler.ru,Automotive,5,https://auto.rambler.ru/news/53529426-novaya-toyota-camry-xv80-ofitsialno-prishla-v-kazahstan-vse-tseny/,2658205
www.rambler.ru,Automotive,6,https://auto.rambler.ru/news/53529232-scania-nachala-osnaschat-novye-gruzoviki-beushnymi-korobkami-peredach/,2092330
www.rambler.ru,Automotive,7,https://auto.rambler.ru/news/53528056-kamaz-sotnyami-rasprodaet-poderzhannye-gruzoviki-pokoleniya-k4/,2252589
www.rambler.ru,Automotive,8,https://auto.rambler.ru/news/53526288-nemetskie-avtogiganty-vystupili-protiv-poshlin-na-elektromobili-knr/,2698145
www.rambler.ru,Automotive,9,https://auto.rambler.ru/news/53527680-nemetskie-avtogiganty-vystupili-protiv-odobrennyh-ek-poshlin-na-elektromobili-knr/,2702381
www.rambler.ru,Automotive,10,https://auto.rambler.ru/news/53526792-remont-kitayskiy-avtomobiley-stal-bolshoy-problemoy-dlya-rossiyan/,2757540
www.rambler.ru,Medscience,1,https://doctor.rambler.ru/medscience/53528357-covid-19-vyzyvaet-izmeneniya-v-pamyati-pokazalo-issledovanie/,2146036
www.rambler.ru,Medscience,2,https://doctor.rambler.ru/medscience/53530458-samoe-opasnoe-izluchenie-smartfona-chem-vreden-siniy-spektr/,4543613
www.rambler.ru,Medscience,3,https://doctor.rambler.ru/medscience/53529834-polovina-podrostkov-v-yaponii-yuzhnoy-koree-i-rossii-stradaet-blizorukostyu/,2930973
www.rambler.ru,Medscience,4,https://doctor.rambler.ru/medscience/53529698-rossiyskie-uchenye-nashli-deshevyy-sposob-opredeleniya-kachestva-moloka-s-pomoschyu-kletochnogo-analiza/,3140588
www.rambler.ru,Medscience,5,https://doctor.rambler.ru/medscience/53529493-vrach-kulbitskiy-po-trupnym-pyatnam-mozhno-opredelit-peremeschalsya-li-trup/,2367214
www.rambler.ru,Medscience,6,https://doctor.rambler.ru/medscience/53529476-vrach-kulbitskiy-trup-vzroslogo-obychno-ostyvaet-za-odin-chas-na-1-s-pri-20-s/,2035387
www.rambler.ru,Medscience,7,https://doctor.rambler.ru/medscience/53529475-vrach-kulbitskiy-trupnaya-plesen-na-tele-poyavlyaetsya-na-vtoroy-den-posle-smerti/,1898768
www.rambler.ru,Medscience,8,https://doctor.rambler.ru/medscience/53529474-vrach-kulbitskiy-muhi-delayut-kladku-na-tele-v-techenie-4-6-chasov-posle-smerti/,1872256
www.rambler.ru,Medscience,9,https://doctor.rambler.ru/medscience/53528505-uchenye-ustanovili-vozrast-v-kotorom-lyudi-chasche-vsego-nabirayut-lishniy-ves/,1814788
www.rambler.ru,Medscience,10,https://doctor.rambler.ru/medscience/53528379-sabah-smorodina-uluchshaet-zdorove-serdechno-sosudistoy-sistemy/,0
www.cnbc.com,Personal Finance,1,https://www.cnbc.com/2024/10/05/students-going-into-skilled-trades-are-finding-secure-jobs-good-pay.html,5596290
www.cnbc.com,Personal Finance,2,https://www.cnbc.com/2024/10/04/taylor-swift-and-tradwives-gender-inequality-flagged-in-pop-culture.html,4883428
www.cnbc.com,Personal Finance,3,https://www.cnbc.com/2024/10/04/pros-and-cons-to-renting-instead-of-owning-a-home-in-retirement-years.html,5304823
www.cnbc.com,Personal Finance,4,https://www.cnbc.com/2024/10/03/irs-free-tax-filing-2025-states.html,5860338
www.cnbc.com,Personal Finance,5,https://www.cnbc.com/2024/10/03/states-affected-by-hurricane-helene-warn-of-price-gouging-other-scams.html,5720248
www.cnbc.com,Personal Finance,6,https://www.cnbc.com/2024/10/03/buffer-etfs-what-to-know-before-investing.html,5080608
www.cnbc.com,Personal Finance,7,https://www.cnbc.com/2024/10/03/framing-decision-making-about-your-money-amid-political-uncertainty.html,5566189
www.cnbc.com,Personal Finance,8,https://www.cnbc.com/2024/10/02/roth-conversions-tax-consequences.html,5029531
www.cnbc.com,Personal Finance,9,https://www.cnbc.com/2024/10/02/cnbc-fa-100-ranking-recognizes-top-financial-advisors-for-2024.html,5064915
www.cnbc.com,Personal Finance,10,https://www.cnbc.com/2024/10/02/cnbcs-no-1-advisor-has-a-golden-rule-we-do-not-time-the-market.html,5045517
www.cnbc.com,Mobile,1,https://www.cnbc.com/2024/10/05/china-linked-security-breach-targeted-us-wiretap-systems-wsj-reports.html,5202772
www.cnbc.com,Mobile,2,https://www.cnbc.com/2024/10/04/apple-is-turning-to-its-army-of-developers-for-an-edge-in-the-ai-race.html,5268323
www.cnbc.com,Mobile,3,https://www.cnbc.com/2024/10/02/thursdays-big-stock-stories-whats-likely-to-move-the-market.html,5662995
www.cnbc.com,Mobile,4,https://www.cnbc.com/2024/10/03/openai-gets-4-billion-revolving-credit-line-on-top-of-latest-funding.html,5028192
www.cnbc.com,Mobile,5,https://www.cnbc.com/2024/10/03/mark-zuckerberg-passes-jeff-bezos-as-worlds-second-richest-person.html,5258102
www.cnbc.com,Mobile,6,https://www.cnbc.com/2024/10/01/microsoft-starts-rolling-out-windows-11-2024-update-version-24h2.html,5302682
www.cnbc.com,Mobile,7,https://www.cnbc.com/2024/10/01/india-to-fabricate-its-first-chip-in-two-years-as-companies-pledge-to-expand-in-the-country.html,5251589
www.cnbc.com,Mobile,8,https://www.cnbc.com/2024/09/30/echostars-dish-sale-marks-disappointing-end-to-ergens-strategy-.html,5320314
www.cnbc.com,Mobile,9,https://www.cnbc.com/2024/09/30/echostar-to-sell-dish-to-directv-combining-major-pay-tv-providers.html,5088853
www.cnbc.com,Mobile,10,https://www.cnbc.com/2024/09/27/openai-sees-5-billion-loss-this-year-on-3point7-billion-in-revenue.html,5347129
www.cnbc.com,Health and Science,1,https://www.cnbc.com/2024/10/04/cvs-is-considering-a-break-up-heres-why-that-could-be-risky.html,5663685
www.cnbc.com,Health and Science,2,https://www.cnbc.com/2024/10/03/oura-ring-4-price-release-date.html,4989329
www.cnbc.com,Health and Science,3,https://www.cnbc.com/2024/10/02/recursion-gets-fda-approval-to-begin-phase-1-trials-of-ai-discovered-cancer-treatment-.html,5833089
www.cnbc.com,Health and Science,4,https://www.cnbc.com/2024/10/02/eli-lilly-to-build-4point5-billion-research-and-manufacturing-center.html,5439443
www.cnbc.com,Health and Science,5,https://www.cnbc.com/2024/10/01/healthy-returns-pfizer-pulls-sickle-cell-disease-drug-from-markets.html,5213831
www.cnbc.com,Health and Science,6,https://www.cnbc.com/2024/09/30/cvs-is-working-with-advisors-on-strategic-review-sources-say.html,5033321
www.cnbc.com,Health and Science,7,https://www.cnbc.com/2024/09/30/ge-healthcare-has-been-an-under-the-radar-winner-and-a-new-catalyst-just-arrived.html,5957663
www.cnbc.com,Health and Science,8,https://www.cnbc.com/2024/09/30/cvs-activist-glenview-karen-lynch.html,5269990
www.cnbc.com,Health and Science,9,https://www.cnbc.com/2024/09/29/harris-leads-with-latino-voters-but-the-economy-narrows-the-margin-for-dems-survey.html,5150912
www.cnbc.com,Health and Science,10,https://www.cnbc.com/2024/09/20/ftc-sues-drug-middlemen-for-allegedly-inflating-insulin-prices.html,5258995
www.cnbc.com,Europe Politics,1,https://www.cnbc.com/2024/10/04/britains-defense-sector-vies-for-stretched-finances-ahead-of-budget.html,5266359
www.cnbc.com,Europe Politics,2,https://www.cnbc.com/2024/10/03/oil-prices-could-soar-if-israel-targets-irans-energy-infrastructure.html,5422842
www.cnbc.com,Europe Politics,3,https://www.cnbc.com/2024/10/03/auto-giants-are-getting-nervous-about-the-prospect-of-massive-fines.html,5336831
www.cnbc.com,Europe Politics,4,https://www.cnbc.com/2024/10/02/mining-giant-fortescue-time-to-walk-away-from-the-net-zero-fantasy.html,5222951
www.cnbc.com,Europe Politics,5,https://www.cnbc.com/2024/10/02/ireland-reveals-how-it-plans-to-spend-its-14-billion-apple-windfall.html,5264786
www.cnbc.com,Europe Politics,6,https://www.cnbc.com/2024/09/28/austrian-far-right-pledges-to-win-election-as-tight-race-winds-up.html,5221370
www.cnbc.com,Europe Politics,7,https://www.cnbc.com/2024/09/29/far-right-wins-close-austria-election-a-boost-for-putin.html,5314448
www.cnbc.com,Europe Politics,8,https://www.cnbc.com/2024/10/01/mark-rutte-will-have-to-confront-threats-within-and-outside-nato.html,5187525
www.cnbc.com,Europe Politics,9,https://www.cnbc.com/2024/09/28/israel-strikes-beirut-suburb-nasrallahs-fate-unclear-after-fridays-massive-attack.html,5321229
www.cnbc.com,Europe Politics,10,https://www.cnbc.com/2024/09/27/uk-pm-keir-starmer-touts-pro-business-agenda-as-he-meets-us-ceos.html,5224558
www.cnbc.com,White Horse,1,https://www.cnbc.com/2024/10/04/supreme-court-declines-to-block-biden-rules-on-planet-warming-methane-toxic-mercury.html,5235421
